"year","state_code","issuer_id","issuer_name","market","source"
2014,"PA",33906,"Aetna Life Insurance Company","Individual","URR"
2014,"PA",33906,"Aetna Life Insurance Company","Small Group","URR"
2015,"PA",33906,"Aetna Life Insurance Company","Small Group","URR"
2015,"PA",33906,"Aetna Life Insurance Company","Individual","URR"
2015,"PA",33906,"ALIC","Small Group","URR"
2016,"PA",33906,"Aetna Life Insurance Company","Small Group","URR"
2017,"PA",33906,"Aetna Life Insurance Company","Small Group","URR"
2016,"PA",36247,"Highmark Select Resources Inc.","Individual","URR"
2017,"PA",36247,"Highmark Select Resources","Individual","URR"
2014,"PA",37352,"National Foundation Life Insurance Company","Individual","URR"
2015,"PA",37352,"National Foundation Life Insurance Company","Individual","URR"
2016,"PA",37352,"National Foundation Life Insurance Company","Individual","URR"
2017,"PA",37352,"National Foundation Life Insurance Company","Individual","URR"
2015,"PA",38949,"Keystone West","Small Group","URR"
2015,"PA",38949,"Keystone West","Individual","URR"
2016,"PA",38949,"KHPW","Individual","URR"
2016,"PA",38949,"Keystone Health Plan West","Small Group","URR"
2017,"PA",38949,"Highmark Choice Company","Small Group","URR"
2017,"PA",38949,"Highmark Choice Company","Individual","URR"
2014,"PA",45127,"Capital Advantage Assurance Company - CAAC","Small Group","URR"
2014,"PA",45127,"Capital Advantage Assurance Company","Individual","URR"
2015,"PA",45127,"Capital Advantage Assurance Company","Individual","URR"
2015,"PA",45127,"Capital Advantage Assurance Company - CAAC","Small Group","URR"
2016,"PA",45127,"Capital Advantage Assurance Company","Individual","URR"
2016,"PA",45127,"Capital Advantage Assurance Company - CAAC","Small Group","URR"
2017,"PA",45127,"Capital Advantage Assurance Company - CAAC","Small Group","URR"
2017,"PA",45127,"Capital Advantage Assurance Company - CAAC","Individual","URR"
2014,"PA",45404,"UnitedHealthcare Life Insurance Company","Individual","URR"
2015,"PA",45404,"UnitedHealthcare Life Insurance Company","Individual","URR"
2016,"PA",45404,"UnitedHealthcare Life Insurance Company","Individual","URR"
2014,"PA",52899,"UPMC Health Plan, Inc.","Individual","URR"
2014,"PA",52899,"UPMC Health Plan, Inc.","Small Group","URR"
2014,"PA",53789,"Keystone Health Plan Central","Small Group","URR"
2014,"PA",53789,"Keystone Health Plan Central","Individual","URR"
2015,"PA",53789,"Keystone Health Plan Central","Small Group","URR"
2015,"PA",53789,"Keystone Health Plan Central","Individual","URR"
2016,"PA",53789,"Keystone Health Plan Central","Small Group","URR"
2016,"PA",53789,"Keystone Health Plan Central","Individual","URR"
2017,"PA",53789,"Keystone Health Plan Central","Individual","URR"
2017,"PA",53789,"Keystone Health Plan Central","Small Group","URR"
2014,"PA",55957,"First Priority Life Insurance Company","Small Group","URR"
2014,"PA",55957,"First Priority Life Insurance Company","Individual","URR"
2015,"PA",55957,"First Priority Life Insurance Company","Small Group","URR"
2015,"PA",55957,"First Priority Life Insurance Company","Individual","URR"
2016,"PA",55957,"First Priority Life Insurance Company","Small Group","URR"
2016,"PA",55957,"First Priority Life Insurance Company","Individual","URR"
2017,"PA",55957,"First Priority Life Insurance Company","Individual","URR"
2017,"PA",55957,"First Priority Life Insurance Company","Small Group","URR"
2015,"PA",58819,"John Alden Life Insurance Company","Small Group","URR"
2015,"PA",62560,"UPMC Health Coverage, Inc.","Small Group","URR"
2015,"PA",62560,"UPMC Health Coverage, Inc.","Individual","URR"
2016,"PA",62560,"UPMC Health Coverage, Inc.","Individual","URR"
2016,"PA",62560,"UPMC Health Coverage, Inc.","Small Group","URR"
2017,"PA",62560,"UPMC Health Coverage","Individual","URR"
2017,"PA",62560,"UPMC Health Coverage","Small Group","URR"
2014,"PA",64844,"Aetna Health Inc. (a PA corp.)","Individual","URR"
2014,"PA",64844,"Aetna Health Inc. (a PA corp.)","Small Group","URR"
2015,"PA",64844,"Aetna Health Inc.","Small Group","URR"
2015,"PA",64844,"Aetna Health Inc","Small Group","URR"
2015,"PA",64844,"Aetna Health, Inc.","Individual","URR"
2016,"PA",64844,"Aetna Health Inc. (a PA corp.)","Individual","URR"
2016,"PA",64844,"Aetna Health Inc. (a PA corp.)","Small Group","URR"
2017,"PA",64844,"Aetna Health Inc. (a PA corp.)","Individual","URR"
2017,"PA",64844,"Aetna Health Inc. (a PA corp.)","Small Group","URR"
2015,"PA",65698,"Inter-County Health Plan","Small Group","URR"
2016,"PA",65698,"Inter-County Health Plan","Small Group","URR"
2014,"PA",70194,"HHIC","Small Group","URR"
2014,"PA",70194,"HHIC","Individual","URR"
2015,"PA",70194,"HHIC","Individual","URR"
2015,"PA",70194,"Highmark Health Insurance Company (HHIC)","Small Group","URR"
2016,"PA",70194,"Highmark Health Insurance Company (HHIC)","Small Group","URR"
2016,"PA",70194,"HHIC","Individual","URR"
2017,"PA",70194,"HHIC","Small Group","URR"
2017,"PA",70194,"HHIC","Individual","URR"
2014,"PA",75729,"Geisinger Quality Options","Small Group","URR"
2014,"PA",75729,"Geisinger Quality Options","Individual","URR"
2015,"PA",75729,"Geisinger Quality Options","Small Group","URR"
2015,"PA",75729,"Geisinger Quality Options","Individual","URR"
2016,"PA",75729,"Geisinger Quality Options","Small Group","URR"
2016,"PA",75729,"Geisinger Quality Options","Individual","URR"
2017,"PA",75729,"Geisinger Quality Options","Small Group","URR"
2017,"PA",75729,"Geisinger Quality Options","Individual","URR"
2016,"PA",79279,"Highmark Coverage Advantage","Small Group","URR"
2017,"PA",79279,"Highmark Coverage Advantage","Small Group","URR"
2016,"PA",79962,"Highmark Benefits Group","Small Group","URR"
2017,"PA",79962,"Highmark Benefits Group","Small Group","URR"
2014,"PA",80148,"Federated Mutual Insurance Company","Small Group","URR"
2015,"PA",80148,"Federated Mutual Insurance Company","Small Group","URR"
2016,"PA",80148,"Federated Mutual Insurance Company","Small Group","URR"
2017,"PA",80148,"Federated Mutual Insurance Company","Small Group","URR"
2014,"PA",82795,"Capital Advantage Insurance Company - CAIC","Small Group","URR"
2014,"PA",82795,"Capital Advantage Insurance Company CAIC - PA","Individual","URR"
2015,"PA",82795,"Capital Advantage Insurance Company","Small Group","URR"
2015,"PA",82795,"Capital Advantage Insurance Company CAIC - PA","Individual","URR"
2016,"PA",82795,"Capital Advantage Insurance Company CAIC - PA","Individual","URR"
2016,"PA",82795,"Capital Advantage Insurance Company","Small Group","URR"
2017,"PA",82795,"Capital Advantage Insurance Company","Individual","URR"
2017,"PA",82795,"Capital Advantage Insurance Company","Small Group","URR"
2017,"PA",83731,"First Priority Health","Individual","URR"
2014,"PA",89958,"Freedom Life Insurance Company of America","Individual","URR"
2015,"PA",89958,"Freedom Life Insurance Company of America","Individual","URR"
2016,"PA",89958,"Freedom Life Insurance Company of America","Individual","URR"
2017,"PA",89958,"Freedom Life Insurance Company of America","Individual","URR"
2014,"PA",91303,"HealthAmerica, Pennsylvania Inc","Individual","URR"
2015,"PA",91303,"HealthAmerica, Pennsylvania Inc.","Individual","URR"
2014,"PA",93838,"HealthAssurance, Pennsylvania Inc","Small Group","URR"
2015,"PA",93838,"HealthAssurance, Pennsylvania Inc","Small Group","URR"
2016,"PA",93838,"HealthAssurance PA, Inc","Small Group","URR"
2015,"RI",15287,"Blue Cross & Blue Shield of RI","Individual","URR"
2015,"RI",15287,"Blue Cross & Blue Shield of RI","Small Group","URR"
2016,"RI",15287,"Blue Cross & Blue Shield of Rhode Island","Individual","SBM PUF"
2016,"RI",15287,"Blue Cross & Blue Shield of RI","Individual","URR"
2016,"RI",15287,"Blue Cross & Blue Shield of RI","Small Group","URR"
2017,"RI",15287,"Blue Cross & Blue Shield of RI","Individual","URR"
2017,"RI",15287,"Blue Cross & Blue Shield of RI","Small Group","URR"
2015,"RI",26322,"Tufts Insurance Company","Small Group","URR"
2016,"RI",26322,"Tufts Insurance Company","Small Group","URR"
2017,"RI",26322,"Tufts Insurance Company","Small Group","URR"
2015,"RI",77514,"Neighborhood Health Plan of Rhode Island","Individual","URR"
2015,"RI",77514,"Neighborhood Health Plan of Rhode Island","Small Group","URR"
2016,"RI",77514,"Neighborhood Health Plan of Rhode Island","Individual","SBM PUF"
2016,"RI",77514,"NHPRI","Small Group","URR"
2016,"RI",77514,"NHPRI","Individual","URR"
2017,"RI",77514,"Neighborhood Health Plan of Rhode Island","Small Group","URR"
2017,"RI",77514,"Neighborhood Health Plan of Rhode Island","Individual","URR"
2015,"RI",79881,"United HealthCare of New England, Inc.","Individual","URR"
2015,"RI",79881,"UnitedHealthcare of New England, Inc.","Small Group","URR"
2016,"RI",79881,"UnitedHealthcare of New England  Inc.","Individual","SBM PUF"
2016,"RI",79881,"UnitedHealthcare of New England, Inc.","Small Group","URR"
2016,"RI",79881,"United HealthCare of New England, Inc.","Individual","URR"
2017,"RI",79881,"UHCNE","Small Group","URR"
2014,"RI",87494,"Celtic Insurance Company","Individual","URR"
2015,"RI",90010,"Tufts Associated Health Maintenance Organization, Inc.","Small Group","URR"
2016,"RI",90010,"Tufts Associated Health Maintenance Organization, Inc.","Small Group","URR"
2017,"RI",90010,"Tufts Associated Health Maintenance Organization, Inc.","Small Group","URR"
2015,"RI",90117,"UnitedHealthcare Insurance Company","Small Group","URR"
2016,"RI",90117,"UnitedHealthcare Insurance Company","Small Group","URR"
2017,"RI",90117,"UHIC","Small Group","URR"
2014,"SC",14820,"Nippon Life Insurance Company of America","Small Group","URR"
2015,"SC",14820,"Nippon Life Insurance Company of America","Small Group","URR"
2014,"SC",17808,"Humana Insurance Company","Individual","URR"
2014,"SC",17808,"Humana Insurance Company","Small Group","URR"
2015,"SC",17808,"Humana Insurance Company","Individual","URR"
2016,"SC",17808,"Humana Insurance Company","Individual","URR"
2015,"SC",22369,"ALIC","Small Group","URR"
2016,"SC",22369,"Aetna Life Insurance Company","Small Group","URR"
2017,"SC",22369,"Aetna Life Insurance Company","Small Group","URR"
2014,"SC",26065,"BlueCross BlueShield of South Carolina","Small Group","URR"
2014,"SC",26065,"BlueCross BlueShield of South Carolina","Individual","URR"
2015,"SC",26065,"BlueCross BlueShield of South Carolina","Individual","URR"
2015,"SC",26065,"BlueCross BlueShield of South Carolina","Small Group","URR"
2016,"SC",26065,"BlueCross BlueShield of South Carolina","Small Group","URR"
2016,"SC",26065,"BlueCross BlueShield of South Carolina","Individual","URR"
2017,"SC",26065,"BlueCross BlueShield of South Carolina","Individual","URR"
2017,"SC",26065,"BlueCross BlueShield of South Carolina","Small Group","URR"
2014,"SC",33609,"Federated Mutual Insurance Company","Small Group","URR"
2015,"SC",33609,"Federated Mutual Insurance Company","Small Group","URR"
2016,"SC",33609,"Federated Mutual Insurance Company","Small Group","URR"
2017,"SC",33609,"Federated Mutual Insurance Company","Small Group","URR"
2016,"SC",38408,"Aetna Health Inc. (a PA corp.)","Individual","URR"
2016,"SC",38408,"Aetna Health Inc. (a PA corp.)","Small Group","URR"
2017,"SC",38408,"Aetna Health Inc. (a PA corp.)","Small Group","URR"
2017,"SC",38408,"Aetna Health Inc. (a PA corp.)","Individual","URR"
2015,"SC",39481,"UnitedHealthcare Life Insurance Company","Individual","URR"
2016,"SC",39481,"UnitedHealthcare Life Insurance Company","Individual","URR"
2015,"SC",39996,"Time Insurance Company","Individual","URR"
2015,"SC",39996,"Time Insurance Company","Small Group","URR"
2014,"SC",41614,"WP SC","Individual","URR"
2015,"SC",41614,"CHC SC","Small Group","URR"
2015,"SC",41614,"Coventry Health Care of the Carolinas, Inc.","Individual","URR"
2014,"SC",49532,"BlueChoice HealthPlan of South Carolina, Inc.","Individual","URR"
2014,"SC",49532,"BlueChoice HealthPlan of South Carolina, Inc.","Small Group","URR"
2015,"SC",49532,"BlueChoice HealthPlan of South Carolina, Inc.","Individual","URR"
2015,"SC",49532,"BlueChoice HealthPlan of South Carolina, Inc.","Small Group","URR"
2016,"SC",49532,"BlueChoice HealthPlan","Individual","URR"
2016,"SC",49532,"BlueChoice HealthPlan","Small Group","URR"
2017,"SC",49532,"BlueChoice HealthPlan Inc.","Individual","URR"
2017,"SC",49532,"BlueChoice HealthPlan, Inc.","Small Group","URR"
2014,"SC",54362,"Cigna Health and Life Insurance Company","Individual","URR"
2015,"SC",54362,"Cigna Health and Life Insurance Company","Individual","URR"
2016,"SC",54362,"Cigna Health and Life Insurance Company","Individual","URR"
2017,"SC",54362,"Cigna Health and Life Insurance Company","Individual","URR"
2015,"SC",56262,"CHL SC","Small Group","URR"
2016,"SC",56262,"Coventry Health & Life Insurance Company","Small Group","URR"
2014,"SC",57860,"UnitedHealthcare Insurance company","Small Group","URR"
2015,"SC",57860,"UnitedHealthcare Insurance Company","Small Group","URR"
2016,"SC",57860,"United Healthcare Insurance Company","Individual","URR"
2016,"SC",57860,"UnitedHealthcare Insurance Company","Small Group","URR"
2017,"SC",57860,"UnitedHealthcare Insurance Company","Small Group","URR"
2014,"SC",60067,"Celtic Insurance Company","Individual","URR"
2015,"SC",60067,"Celtic Insurance Company","Individual","URR"
2016,"SC",60067,"Celtic Insurance Company","Individual","URR"
2014,"SC",64146,"UnitedHealthcare Insurance Company of the River Valley","Small Group","URR"
2015,"SC",64146,"UnitedHealthcare Insurance Company of the River Valley","Small Group","URR"
2016,"SC",64146,"UnitedHealthcare Insurance Company of the River Valley","Small Group","URR"
2017,"SC",64146,"UnitedHealthcare Insurance Company of the River Valley","Small Group","URR"
2014,"SC",65122,"Consumers Choice Health Insurance Company","Small Group","URR"
2014,"SC",65122,"Consumers' Choice Health Insurance Company","Individual","URR"
2015,"SC",65122,"Consumers’ Choice Health Insurance Company","Small Group","URR"
2015,"SC",65122,"Consumers' Choice Health Plan","Individual","URR"
2016,"SC",65122,"Consumers’ Choice Health Insurance Company","Small Group","URR"
2016,"SC",65122,"Consumers’ Choice Health Insurance Company","Individual","URR"
2014,"SC",80431,"Freedom Life Insurance Company of America","Individual","URR"
2015,"SC",80431,"Freedom Life Insurance Company of America","Individual","URR"
2016,"SC",80431,"Freedom Life Insurance Company of America","Individual","URR"
2017,"SC",80431,"Freedom Life Insurance Company of America","Individual","URR"
2015,"SC",89728,"John Alden Life Insurance Company","Small Group","URR"
2014,"SC",90806,"Golden Rule Insurance Company","Individual","URR"
2015,"SC",94608,"National Foundation Life Insurance Company","Individual","URR"
2016,"SC",94608,"National Foundation Life Insurance Company","Individual","URR"
2017,"SC",94608,"National Foundation Life Insurance Company","Individual","URR"
2014,"SD",31195,"Sanford Health Plan","Small Group","URR"
2014,"SD",31195,"Sanford Health Plan","Individual","URR"
2015,"SD",31195,"Sanford Health Plan of South Dakota","Individual","URR"
2015,"SD",31195,"Sanford Health Plan","Small Group","URR"
2016,"SD",31195,"Sanford Health Plan of South Dakota","Individual","URR"
2016,"SD",31195,"Sanford Health Plan","Small Group","URR"
2017,"SD",31195,"Sanford Health Plan","Small Group","URR"
2017,"SD",31195,"Sanford Health Plan of South Dakota","Individual","URR"
2014,"SD",50305,"Wellmark Blue Cross Blue Shield of South Dakota","Individual","URR"
2015,"SD",50305,"Wellmark Blue Cross Blue Shield of South Dakota","Small Group","URR"
2015,"SD",50305,"Wellmark Blue Cross Blue Shield of South Dakota","Individual","URR"
2016,"SD",50305,"Wellmark of South Dakota","Individual","URR"
2016,"SD",50305,"Wellmark of South Dakota","Small Group","URR"
2017,"SD",50305,"Wellmark of South Dakota","Small Group","URR"
2017,"SD",50305,"Wellmark of South Dakota","Individual","URR"
2014,"SD",60536,"Avera Health Plans, Inc.","Individual","URR"
2014,"SD",60536,"Avera Health Plans, Inc.","Small Group","URR"
2015,"SD",60536,"Avera Health Plans, Inc.","Small Group","URR"
2015,"SD",60536,"Avera Health Plans, Inc.","Individual","URR"
2016,"SD",60536,"Avera Health Plans, Inc.","Individual","URR"
2016,"SD",60536,"Avera Health Plans, Inc.","Small Group","URR"
2017,"SD",60536,"Avera Health Plans, Inc.","Small Group","URR"
2017,"SD",60536,"Avera Health Plans, Inc.","Individual","URR"
2014,"SD",62210,"South Dakota State Medical Holding Company, Inc.","Small Group","URR"
2014,"SD",62210,"South Dakota State Medical Holding Company, Inc.","Individual","URR"
2015,"SD",62210,"South Dakota State Medical Holding Company, Inc.","Small Group","URR"
2015,"SD",62210,"South Dakota State Medical Holding Company, Inc.","Individual","URR"
2016,"SD",62210,"South Dakota State Holding Company, Inc.","Small Group","URR"
2016,"SD",62210,"South Dakota State Medical Holding Company, Inc.","Individual","URR"
2017,"SD",62210,"South Dakota State Medical Holding Company, Inc.","Individual","URR"
2017,"SD",62210,"South Dakota State Medical Holding Company, Inc. dba DAKOTACARE","Small Group","URR"
2014,"SD",64255,"Federated Mutual Insurance Company","Small Group","URR"
2015,"SD",64255,"Federated Mutual Insurance Company","Small Group","URR"
2016,"SD",64255,"Federated Mutual Insurance Company","Small Group","URR"
2017,"SD",64255,"Federated Mutual Insurance Company","Small Group","URR"
2015,"SD",66837,"CHL SD","Small Group","URR"
2015,"SD",77144,"Time Insurance Company","Individual","URR"
2014,"SD",81156,"Celtic Insurance Company","Individual","URR"
2015,"SD",81156,"Celtic Insurance Company","Individual","URR"
2016,"SD",81156,"Celtic Insurance Company","Individual","URR"
2015,"SD",96594,"Medica Insurance Company","Small Group","URR"
2016,"SD",96594,"Medica Insurance Company","Small Group","URR"
2017,"SD",96594,"Medica Insurance Company","Small Group","URR"
2014,"TN",10958,"UnitedHealthcare Insurance Company of the River Valley","Small Group","URR"
2014,"TN",10958,"United Healthcare Insurance Company of the River Valley","Small Group","URR"
2015,"TN",10958,"UnitedHealthcare Insurance Company of the River Valley","Small Group","URR"
2015,"TN",10958,"United Healthcare of Louisiana, Inc.","Small Group","URR"
2016,"TN",10958,"UnitedHealthcare Insurance Company of the River Valley","Small Group","URR"
2017,"TN",10958,"UnitedHealthcare Insurance Company of the River Valley","Small Group","URR"
2014,"TN",14002,"BCBST","Individual","URR"
2014,"TN",14002,"BlueCross BlueShield of Tennessee, Inc.","Small Group","URR"
2015,"TN",14002,"BCBST","Individual","URR"
2015,"TN",14002,"BlueCross BlueShield of Tennessee, Inc.","Small Group","URR"
2016,"TN",14002,"BlueCross BlueShield of Tennessee, Inc.","Individual","URR"
2016,"TN",14002,"BlueCross BlueShield of Tennessee, Inc.","Small Group","URR"
2017,"TN",14002,"BlueCross BlueShield of Tennessee, Inc.","Small Group","URR"
2017,"TN",14002,"BlueCross BlueShield of Tennessee, Inc.","Individual","URR"
2016,"TN",16348,"TRH Health Insurance Company","Individual","URR"
2017,"TN",16348,"TRH Health Insurance Company","Individual","URR"
2014,"TN",17032,"Nippon Life Insurance Company of America","Small Group","URR"
2015,"TN",17032,"Nippon Life Insurance Company of America","Small Group","URR"
2014,"TN",22638,"Freedom Life Insurance Company of America","Individual","URR"
2015,"TN",22638,"Freedom Life Insurance Company of America","Individual","URR"
2016,"TN",22638,"Freedom Life Insurance Company of America","Individual","URR"
2017,"TN",22638,"Freedom Life Insurance Company of America","Individual","URR"
2014,"TN",31552,"Aetna Life Insurance Company","Individual","URR"
2015,"TN",31552,"Aetna Life Insurance Company","Small Group","URR"
2015,"TN",31552,"Aetna Life Insurance Company","Individual","URR"
2016,"TN",31552,"Aetna Life Insurance Company","Individual","URR"
2016,"TN",31552,"Aetna Life Insurance Company","Small Group","URR"
2017,"TN",31552,"Aetna Life Insurance Company","Small Group","URR"
2017,"TN",31552,"Aetna Life Insurance Company","Individual","URR"
2014,"TN",35351,"UnitedHealtcare Plan of the River Valley, Inc.","Small Group","URR"
2014,"TN",46553,"Connecticut General Life Insurance Company","Individual","URR"
2014,"TN",48069,"UnitedHealthcare Life Insurance Company","Individual","URR"
2015,"TN",48069,"UnitedHealthcare Life Insurance Company","Individual","URR"
2016,"TN",48069,"United Healthcare Life Insurance Company","Individual","URR"
2014,"TN",56643,"Golden Rule Insurance Company","Individual","URR"
2015,"TN",60299,"Time Insurance Company","Individual","URR"
2014,"TN",66842,"Community Health Alliance Mutual Insurance Company","Small Group","URR"
2014,"TN",66842,"Community Health Alliance Mutual Insurance Company","Individual","URR"
2015,"TN",66842,"Community Health Alliance Mutual Insurance Company","Small Group","URR"
2015,"TN",66842,"Community Health Alliance Mutual Insurance Company","Individual","URR"
2016,"TN",66842,"Community Health Alliance Mutual Insurance Company","Small Group","URR"
2016,"TN",66842,"Community Health Alliance Mutual Insurance Company","Individual","URR"
2015,"TN",69443,"UnitedHealthcare Insurance Company","Small Group","URR"
2016,"TN",69443,"UnitedHealthcare Insurance Company","Small Group","URR"
2016,"TN",69443,"United Healthcare Insurance Company","Individual","URR"
2017,"TN",69443,"UnitedHealthcare Insurance Company","Small Group","URR"
2014,"TN",70111,"Celtic Insurance Company","Individual","URR"
2015,"TN",70111,"Celtic Insurance Company","Individual","URR"
2016,"TN",70111,"Celtic Insurance Company","Individual","URR"
2015,"TN",76799,"Standard Security Life Insurance Company of New York","Small Group","URR"
2014,"TN",78575,"Coventry Health and Life Insurance Company","Individual","URR"
2014,"TN",82120,"Humana Insurance Company","Small Group","URR"
2014,"TN",82120,"Humana Insurance Company","Individual","URR"
2015,"TN",82120,"Humana Insurance Company","Individual","URR"
2015,"TN",82120,"Humana Insurance Company","Small Group","URR"
2016,"TN",82120,"Humana Insurance Company","Small Group","URR"
2016,"TN",82120,"Humana Insurance Company","Individual","URR"
2017,"TN",82120,"Humana Insurance Company","Individual","URR"
2017,"TN",82120,"Humana Insurance Company","Small Group","URR"
2014,"TN",83463,"Federated Mutual Insurance Company","Small Group","URR"
2015,"TN",83463,"Federated Mutual Insurance Company","Small Group","URR"
2016,"TN",83463,"Federated Mutual Insurance Company","Small Group","URR"
2017,"TN",83463,"Federated Mutual Insurance Company","Small Group","URR"
2014,"TN",93222,"Humana Health Plan","Small Group","URR"
2015,"TN",93222,"Humana Health Plan, Inc.","Small Group","URR"
2014,"TN",99248,"Cigna Health and Life Insurance Company","Individual","URR"
2015,"TN",99248,"Cigna Health and Life Insurance Company","Individual","URR"
2016,"TN",99248,"Cigna Health and Life Insurance Company","Individual","URR"
2017,"TN",99248,"Cigna Health and Life Insurance Company","Individual","URR"
2016,"TX",15981,"Health Insurance Holdings, Inc.","Small Group","URR"
2014,"TX",19046,"Federated Mutual Insurance Company","Small Group","URR"
2015,"TX",19046,"Federated Mutual Insurance Company","Small Group","URR"
2016,"TX",19046,"Federated Mutual Insurance Company","Small Group","URR"
2017,"TX",19046,"Federated Mutual Insurance Company","Small Group","URR"
2016,"TX",20069,"Oscar Insurance Company of Texas","Individual","URR"
2017,"TX",20069,"Oscar Insurance Company of Texas","Individual","URR"
2015,"TX",23979,"Standard Life and Casualty Insurance Company","Individual","URR"
2016,"TX",23979,"Standard Life and Casualty Insurance Company","Individual","URR"
2014,"TX",26539,"SHA, LLC DBA FirstCare Health Plans","Individual","URR"
2014,"TX",26539,"SHA, LLC DBA FirstCare Health Plans","Small Group","URR"
2015,"TX",26539,"SHA, LLC DBA FirstCare Health Plans","Individual","URR"
2015,"TX",26539,"SHA, LLC DBA FirstCare Health Plans","Small Group","URR"
2016,"TX",26539,"SHA, LLC DBA FirstCare Health Plans","Small Group","URR"
2016,"TX",26539,"SHA, LLC DBA FirstCare Health Plans","Individual","URR"
2017,"TX",26539,"SHA, LLC DBA FirstCare Health Plans","Individual","URR"
2017,"TX",26539,"SHA, LLC DBA FirstCare Health Plans","Small Group","URR"
2014,"TX",26847,"Golden Rule Insurance Company","Individual","URR"
2014,"TX",27248,"Community Health Choice, Inc.","Individual","URR"
2015,"TX",27248,"Community Health Choice, Inc.","Individual","URR"
2016,"TX",27248,"Community Health Choice, Inc.","Individual","URR"
2017,"TX",27248,"Community Health Choice","Individual","URR"
2014,"TX",28020,"Time Insurance Company","Individual","URR"
2014,"TX",28020,"Time Insurance Company","Small Group","URR"
2015,"TX",28020,"Time Insurance Company","Small Group","URR"
2015,"TX",28020,"Time Insurance Company","Individual","URR"
2015,"TX",29418,"Celtic Insurance Company","Individual","URR"
2016,"TX",29418,"Celtic Insurance Company","Individual","URR"
2017,"TX",29418,"Celtic Insurance Company","Individual","URR"
2014,"TX",30609,"MHealth","Individual","URR"
2014,"TX",30609,"Memorial Hermann Health Insurance Company","Small Group","URR"
2015,"TX",30609,"Memorial Hermann Health Insurance Company","Small Group","URR"
2015,"TX",30609,"Memorial Hermann Health Insurance Company","Individual","URR"
2016,"TX",30609,"Memorial Hermann Health Insurance Company","Small Group","URR"
2016,"TX",30609,"Memorial Hermann Health Insurance Company","Individual","URR"
2017,"TX",30609,"Memorial Hermann Health Insurance Company","Small Group","URR"
2017,"TX",30609,"Memorial Hermann Health Insurance Company","Individual","URR"
2014,"TX",32673,"Humana Health Plan of Texas","Individual","URR"
2014,"TX",32673,"Humana Health Plan of TX, Inc.","Small Group","URR"
2015,"TX",32673,"Humana Health Plan of TX, Inc.","Small Group","URR"
2015,"TX",32673,"Humana Health Plan of Texas","Individual","URR"
2016,"TX",32673,"Humana Health Plan of TX, Inc.","Small Group","URR"
2016,"TX",32673,"Humana Health Plan of Texas","Individual","URR"
2017,"TX",32673,"Humana Health Plan of Texas","Individual","URR"
2017,"TX",32673,"Humana Health Plan of TX, Inc.","Small Group","URR"
2014,"TX",33602,"Blue Cross Blue Shield of Texas","Small Group","URR"
2014,"TX",33602,"Blue Cross Blue Shield of Texas","Individual","URR"
2015,"TX",33602,"Blue Cross Blue Shield of Texas","Individual","URR"
2015,"TX",33602,"Blue Cross Blue Shield of Texas","Small Group","URR"
2016,"TX",33602,"Blue Cross Blue Shield of Texas","Small Group","URR"
2016,"TX",33602,"Blue Cross Blue Shield of Texas","Individual","URR"
2017,"TX",33602,"Blue Cross Blue Shield of Texas","Small Group","URR"
2017,"TX",33602,"Blue Cross Blue Shield of Texas","Individual","URR"
2015,"TX",35297,"Enterprise Life Insurance Company","Individual","URR"
2016,"TX",35297,"Enterprise Life Insurance Company","Individual","URR"
2016,"TX",37392,"Prominence HealthFirst of Texas, Inc.","Individual","URR"
2016,"TX",37392,"Prominence HealthFirst of Texas, Inc.","Small Group","URR"
2017,"TX",37392,"Prominence HealthFirst of Texas, Inc.","Small Group","URR"
2017,"TX",37392,"Prominence HealthFirst of Texas, Inc.","Individual","URR"
2015,"TX",37755,"ICSW","Individual","URR"
2015,"TX",37755,"Insurance Company of Scott & White","Small Group","URR"
2016,"TX",37755,"Insurance Company of Scott & White","Small Group","URR"
2016,"TX",37755,"Insurance Company of Scott and White","Individual","URR"
2017,"TX",37755,"Insurance Company of Scott & White","Individual","URR"
2017,"TX",37755,"Insurance Company of Scott & White","Small Group","URR"
2014,"TX",40220,"UnitedHealthcare of Texas, Inc.","Small Group","URR"
2015,"TX",40220,"UnitedHealthcare of Texas, Inc.","Small Group","URR"
2016,"TX",40220,"UnitedHealthcare of Texas, Inc.","Small Group","URR"
2017,"TX",40220,"UHC","Small Group","URR"
2014,"TX",40788,"Scott & White Health Plan","Individual","URR"
2014,"TX",40788,"Scott & White Health Plan","Small Group","URR"
2015,"TX",40788,"Scott & White Health Plan","Individual","URR"
2015,"TX",40788,"Scott & White Health Plan","Small Group","URR"
2016,"TX",40788,"Scott & White Health Plan","Small Group","URR"
2016,"TX",40788,"Scott and White Health Plan","Individual","URR"
2017,"TX",40788,"Scott & White Health Plan","Small Group","URR"
2017,"TX",40788,"Scott & White Health Plan","Individual","URR"
2015,"TX",41541,"Memorial Hermann Health Plan, Inc.","Individual","URR"
2015,"TX",41541,"Memorial Hermann Health Insurance Company","Small Group","URR"
2016,"TX",41541,"Memorial Hermann Health Plan","Small Group","URR"
2016,"TX",41541,"Memorial Hermann Health Plan, Inc.","Individual","URR"
2017,"TX",41541,"Memorial Hermann Health Plan, Inc.","Individual","URR"
2017,"TX",41541,"Memorial Hermann Health Plan, Inc.","Small Group","URR"
2015,"TX",41549,"Southwest Life & Health Insurance Co.","Small Group","URR"
